               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 118,            0.043291,            0.024465,           0.0095392,             0.56947,             0.68829,             0.68549,             0.40156,            0.025802,            0.011054,           0.0060072,            0.004735,            0.004735,            0.004735
                 119,            0.043558,             0.02512,           0.0092895,              0.5799,             0.67443,             0.68208,             0.40059,            0.025699,             0.01105,           0.0060043,             0.00469,             0.00469,             0.00469
                 120,            0.042804,             0.02529,           0.0094698,             0.57032,             0.68195,             0.68161,             0.39802,            0.025659,            0.011054,            0.006003,            0.004645,            0.004645,            0.004645
                 121,             0.04297,            0.024961,           0.0094772,             0.57036,             0.68378,             0.68265,             0.39994,            0.025573,            0.011034,           0.0059528,              0.0046,              0.0046,              0.0046
                 122,            0.043199,             0.02522,           0.0094668,             0.56088,             0.69066,              0.6827,             0.39984,              0.0255,            0.011042,           0.0059502,            0.004555,            0.004555,            0.004555
                 123,            0.043264,            0.024889,           0.0094111,             0.57209,             0.68207,             0.68473,             0.40165,            0.025621,             0.01103,           0.0059226,             0.00451,             0.00451,             0.00451
                 124,            0.043056,             0.02504,           0.0093024,             0.56181,             0.70387,              0.6874,             0.40272,            0.025596,            0.011024,            0.005887,            0.004465,            0.004465,            0.004465
                 125,            0.043441,            0.025066,           0.0093167,             0.55818,             0.70527,             0.68461,             0.40213,            0.025643,            0.011017,           0.0059048,             0.00442,             0.00442,             0.00442
                 126,            0.042906,            0.025647,           0.0093489,             0.56755,             0.69599,             0.68673,             0.40319,            0.025587,            0.011013,           0.0058272,            0.004375,            0.004375,            0.004375
                 127,            0.043152,            0.024593,           0.0093827,             0.57768,             0.67788,             0.68911,             0.40438,            0.025544,               0.011,           0.0058389,             0.00433,             0.00433,             0.00433
                 128,            0.043019,            0.024818,           0.0091645,             0.57392,             0.68133,             0.69163,             0.40613,            0.025502,            0.010999,           0.0058958,            0.004285,            0.004285,            0.004285
                 129,            0.042464,            0.025049,           0.0093143,             0.57604,             0.68429,             0.69141,             0.40665,            0.025451,            0.011002,           0.0059476,             0.00424,             0.00424,             0.00424
                 130,            0.042841,            0.025054,           0.0092178,             0.57521,             0.69202,             0.69111,             0.40537,             0.02536,            0.011001,           0.0059547,            0.004195,            0.004195,            0.004195
                 131,            0.042543,            0.025149,           0.0091134,             0.57029,              0.6969,             0.69133,             0.40642,            0.025452,            0.011004,           0.0059438,             0.00415,             0.00415,             0.00415
                 132,             0.04268,            0.024837,           0.0091939,             0.57096,             0.68611,                0.69,             0.40606,            0.025461,            0.011005,           0.0059807,            0.004105,            0.004105,            0.004105
                 133,            0.042864,             0.02551,           0.0092382,             0.57738,             0.68016,             0.68935,             0.40466,            0.025554,            0.011028,           0.0059319,             0.00406,             0.00406,             0.00406
                 134,            0.042722,            0.024872,           0.0091841,             0.58401,             0.67651,             0.68929,             0.40528,            0.025553,            0.011008,           0.0059776,            0.004015,            0.004015,            0.004015
                 135,            0.042946,            0.024899,           0.0091218,             0.56862,             0.69813,             0.69011,             0.40562,            0.025514,            0.010996,            0.005993,             0.00397,             0.00397,             0.00397
                 136,             0.04313,            0.025258,           0.0093222,              0.5811,             0.68076,             0.68987,             0.40448,            0.025468,            0.010988,           0.0059912,            0.003925,            0.003925,            0.003925
                 137,            0.042531,            0.024855,           0.0090618,             0.57999,             0.68588,             0.68948,             0.40557,            0.025444,            0.010981,            0.006018,             0.00388,             0.00388,             0.00388
                 138,            0.042475,             0.02488,           0.0091327,             0.57408,              0.6912,             0.68765,             0.40437,            0.025444,            0.010965,           0.0060429,            0.003835,            0.003835,            0.003835
                 139,            0.042713,            0.025156,           0.0091414,             0.57682,              0.6806,             0.68781,             0.40491,            0.025425,            0.010961,           0.0060513,             0.00379,             0.00379,             0.00379
                 140,            0.042301,            0.024371,           0.0089991,             0.57446,             0.69485,             0.69041,             0.40648,            0.025411,            0.010979,           0.0060161,            0.003745,            0.003745,            0.003745
                 141,            0.042308,            0.024861,           0.0092307,              0.5795,             0.68846,             0.69139,              0.4078,            0.025375,            0.010988,            0.005992,              0.0037,              0.0037,              0.0037
                 142,            0.042233,            0.024421,           0.0090734,             0.57464,             0.69598,             0.69014,             0.40678,            0.025389,            0.010975,           0.0060127,            0.003655,            0.003655,            0.003655
                 143,            0.042699,            0.024892,           0.0091422,             0.58153,             0.68662,             0.69083,             0.40678,            0.025372,            0.010967,           0.0060081,             0.00361,             0.00361,             0.00361
                 144,            0.042553,            0.024677,            0.009054,              0.5769,             0.69151,             0.69203,             0.40695,            0.025442,            0.010959,           0.0060474,            0.003565,            0.003565,            0.003565
                 145,            0.042445,             0.02494,           0.0089963,             0.57529,             0.69557,             0.69398,             0.40901,            0.025461,            0.010952,           0.0060427,             0.00352,             0.00352,             0.00352
                 146,            0.042492,               0.025,           0.0088891,             0.57407,             0.69966,             0.69569,             0.41059,            0.025453,            0.010944,           0.0060383,            0.003475,            0.003475,            0.003475
                 147,            0.041698,            0.024864,           0.0088616,             0.57161,             0.70538,             0.69679,              0.4122,            0.025465,            0.010933,           0.0060506,             0.00343,             0.00343,             0.00343
                 148,            0.041985,            0.024271,           0.0089604,             0.57486,             0.70354,             0.69647,             0.41177,            0.025519,            0.010941,           0.0060598,            0.003385,            0.003385,            0.003385
                 149,            0.042101,             0.02464,           0.0088864,             0.57429,             0.70079,              0.6967,             0.41168,            0.025497,            0.010954,           0.0060479,             0.00334,             0.00334,             0.00334
                 150,               0.042,            0.024287,           0.0087594,             0.57741,             0.69848,             0.69582,             0.41161,            0.025454,            0.010958,           0.0059933,            0.003295,            0.003295,            0.003295
                 151,            0.042024,            0.024645,           0.0088715,              0.5769,             0.70205,             0.69572,             0.41157,            0.025431,            0.010968,           0.0059205,             0.00325,             0.00325,             0.00325
                 152,            0.042429,             0.02495,           0.0086122,             0.58162,             0.70098,             0.69642,             0.41225,            0.025405,            0.010968,           0.0058707,            0.003205,            0.003205,            0.003205
                 153,            0.041845,            0.024805,           0.0087654,             0.58549,             0.68577,             0.69532,             0.41297,            0.025396,            0.010972,           0.0058936,             0.00316,             0.00316,             0.00316
                 154,            0.042087,             0.02447,            0.008715,             0.58136,             0.68955,             0.69374,             0.41266,            0.025381,            0.010978,           0.0059064,            0.003115,            0.003115,            0.003115
                 155,            0.042064,            0.024589,           0.0088915,             0.58074,             0.68642,             0.69358,             0.41253,            0.025356,            0.010969,           0.0059078,             0.00307,             0.00307,             0.00307
                 156,            0.041646,            0.023947,           0.0087218,             0.58429,             0.68026,              0.6929,             0.41277,            0.025342,            0.010965,           0.0058884,            0.003025,            0.003025,            0.003025
                 157,            0.041965,             0.02462,           0.0085623,             0.58241,              0.6821,             0.69307,             0.41247,            0.025354,            0.010964,           0.0058659,             0.00298,             0.00298,             0.00298
                 158,            0.041369,            0.024579,           0.0087555,             0.58314,             0.68553,             0.69371,              0.4129,            0.025365,            0.010955,            0.005882,            0.002935,            0.002935,            0.002935
                 159,            0.041648,             0.02428,            0.008745,             0.57952,             0.69218,             0.69526,             0.41403,            0.025358,            0.010955,            0.005889,             0.00289,             0.00289,             0.00289
                 160,            0.041526,            0.024136,           0.0085475,             0.57554,             0.69743,             0.69518,             0.41389,            0.025367,            0.010956,            0.005939,            0.002845,            0.002845,            0.002845
                 161,            0.041026,            0.023891,           0.0085229,             0.57748,             0.69721,             0.69535,             0.41396,            0.025351,            0.010952,            0.005967,              0.0028,              0.0028,              0.0028
                 162,            0.041771,            0.024608,           0.0086763,             0.56959,             0.70563,             0.69483,             0.41321,            0.025378,            0.010956,           0.0059995,            0.002755,            0.002755,            0.002755
