               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 161,            0.040031,            0.024641,           0.0072357,             0.56221,             0.68601,             0.65709,             0.38872,            0.025392,            0.013671,           0.0064721,              0.0052,              0.0052,              0.0052
                 162,            0.039462,              0.0246,           0.0070717,             0.56308,             0.69962,             0.66036,             0.39015,            0.025302,            0.013602,            0.006267,             0.00517,             0.00517,             0.00517
                 163,            0.039378,            0.024204,           0.0069264,             0.55809,             0.71039,             0.66094,             0.39129,            0.025438,            0.013629,           0.0062446,             0.00514,             0.00514,             0.00514
                 164,             0.03923,            0.024553,           0.0067278,             0.55165,             0.72664,             0.66191,             0.39138,            0.025556,            0.013601,           0.0063154,             0.00511,             0.00511,             0.00511
                 165,            0.039909,            0.025192,           0.0069317,             0.54757,             0.72614,             0.65769,             0.38917,            0.025839,             0.01365,           0.0065169,             0.00508,             0.00508,             0.00508
                 166,            0.039108,            0.024371,           0.0068799,             0.55452,             0.71708,              0.6524,             0.38648,            0.025799,             0.01377,           0.0065413,             0.00505,             0.00505,             0.00505
                 167,            0.039117,            0.024519,           0.0069284,             0.54832,             0.71305,             0.65003,             0.38579,            0.025515,            0.013718,           0.0066214,             0.00502,             0.00502,             0.00502
                 168,            0.038921,            0.024423,           0.0068739,             0.54809,             0.72106,             0.65495,             0.38846,            0.025518,            0.013695,           0.0065842,             0.00499,             0.00499,             0.00499
                 169,            0.039146,            0.025031,           0.0069319,             0.55572,             0.70622,             0.65522,             0.38883,            0.025662,            0.013742,           0.0062804,             0.00496,             0.00496,             0.00496
                 170,            0.039262,            0.024285,           0.0067022,             0.54738,              0.7178,             0.65265,             0.38495,            0.025805,            0.013737,           0.0065157,             0.00493,             0.00493,             0.00493
                 171,            0.039026,            0.024837,           0.0068965,             0.55365,             0.71195,             0.65424,             0.38452,            0.025728,              0.0137,           0.0063507,              0.0049,              0.0049,              0.0049
